timestamp,version,totalResults,data
2/14/2017 3:10:57 PM,1.0,1,"[{u'identifier': u'WorktownCollection-Box 9', u'type': u'document', u'uri': u'http://www.massobservation.amdigital.co.uk/Documents/Details/WorktownCollection-Box 9', u'collection': u'Mass Observation', u'metadata': {u'fullText': u'false', u'reference': u'Box 9', u'rights': u'Mass Observation Archive. University of Sussex Special Collections', u'title': u'MUNICIPAL POLITICS', u'source': u'University of Sussex', u'documentType': u'Worktown Collection'}}]"
